CASE ID,LicenseCount,AccountStatus,ChurnFlag,Activation Date Range,Tenure,Cancellation Date,ARR Category,Persona,QuickbooksComplete,BudgetCount,ActiveBudgetCount,StandardEstimateCount,ServicedEstimateCount,LeadPortalActiveCount,TimesheetCount,InvoiceCount,OnlinePaymentCountThisYear,OnlinePaymentValueThisYear,TimesheetPhotos Count
40008,10,Active,0,10/25/2024,16,,SMB,P2,0,2,2,11,0,8,1,0,0,0,2
40012,4,Active,0,9/10/2025,5,,SMB,P3,0,5,3,13,8,3,12,6,0,0,3
40025,1,Active,0,10/25/2024,16,,SMB,P2,0,3,3,1,0,1,1,2,0,0,0
40036,13,Active,0,10/28/2024,15,,MidMarket,G3,0,6,2,94,18,9,10,2,0,0,6
40037,19,Active,0,#N/A,0,,MidMarket,P2,0,3,3,7,24,9,168,20,0,0,46
40039,6,Active,0,10/28/2024,15,,SMB,P1,1,5,4,12,75,35,129,179,26,6371.26,397
40043,4,Active,0,10/28/2024,15,,SMB,P1,0,1,1,104,49,94,76,271,59,64012.88,0
40044,4,Active,0,10/28/2024,15,,SMB,P2,0,4,4,43,94,20,40,0,0,0,0
40048,1,Active,0,10/29/2024,15,,SMB,P1,0,5,1,94,1,68,48,3,0,0,0
40057,20,Active,0,10/29/2024,15,,MidMarket,G3,1,2,2,172,36,129,5,6,0,0,6
40058,17,Active,0,10/29/2024,15,,MidMarket,P3,0,4,1,107,79,217,159,1602,1,5.35,12
40059,5,Active,0,10/29/2024,15,,SMB,P1,0,2,2,23,22,12,9,2,0,0,6
40061,28,Active,0,#N/A,0,,Enterprise,P4,0,3,3,372,67,94,1,0,0,0,1
40063,12,Active,0,#N/A,0,,MidMarket,P2,0,3,3,0,0,1,10,0,0,0,0
40064,5,Active,0,10/29/2024,15,,SMB,P1,0,4,3,41,141,79,116,209,0,0,123
40069,15,Active,0,10/30/2024,15,,MidMarket,P3,0,2,2,159,166,127,949,372,0,0,75
40084,27,Active,0,10/30/2024,15,,MidMarket,P3,0,3,3,170,18,159,1046,653,0,0,9541
40096,1,Active,0,#N/A,0,,SMB,G1,0,2,2,4,16,2,5,0,0,0,6
40097,1,Active,0,#N/A,0,,SMB,G1,0,2,2,4,16,2,5,0,0,0,6
40098,1,Active,0,#N/A,0,,SMB,G1,0,2,2,4,16,2,5,0,0,0,6
40103,19,Active,0,10/31/2024,15,,MidMarket,P3,0,3,3,12,17,6,6,2,0,0,0
40105,39,Active,0,10/27/2025,3,,SMB,P3,0,3,1,174,2063,1312,2288,3713,1058,286696.67,6533
40107,17,Active,0,#N/A,0,,MidMarket,G2,0,3,1,48,47,33,308,76,0,0,5305
40109,30,Active,0,#N/A,0,,Enterprise,G3,0,8,6,209,86,90,428,16,0,0,11924
40111,5,Active,0,10/31/2024,15,,SMB,P1,0,2,2,58,106,135,233,281,103,67898.73,0
40112,3,Active,0,#N/A,0,,SMB,P3,0,2,1,0,0,12,0,435,0,0,0
40113,22,Active,0,10/31/2024,15,,MidMarket,P3,1,3,3,61,8,56,5,27,0,0,0
40121,10,Active,0,10/31/2024,15,,SMB,P2,0,3,1,93,104,99,241,291,0,0,1656
40122,8,Active,0,10/30/2024,15,,SMB,P2,0,2,1,68,65,104,174,619,503,54038.43,0
40126,1,Active,0,#N/A,0,,SMB,G4,0,2,2,4,16,2,27,0,0,0,85
40149,4,Active,0,11/2/2024,15,,SMB,P1,1,5,1,55,96,63,118,184,12,3466.31,0
40150,7,Active,0,#N/A,0,,MidMarket,G2,0,2,2,4,16,16,8,81,0,0,0
40153,6,Active,0,11/3/2024,15,,SMB,P2,0,4,1,12,17,14,5,0,0,0,6
40160,3,Active,0,11/3/2024,15,,SMB,P1,0,3,3,14,118,51,91,65,26,7856.28,41
40163,4,Active,0,#N/A,0,,SMB,G3,0,4,4,7,19,4,14,39,0,0,0
40168,54,Active,0,10/31/2024,15,,MidMarket,P4,0,4,1,2,4,5,2,2,0,0,0
40171,6,Active,0,11/4/2024,15,,SMB,P2,0,3,3,59,20,47,243,1101,0,0,0
40173,15,Active,0,#N/A,0,,MidMarket,P1,0,4,4,74,18,13,198,75,0,0,8
40175,1,Active,0,#N/A,0,,SMB,G2,0,3,1,1,0,0,0,0,0,0,0
40182,15,Active,0,11/5/2024,15,,SMB,G2,0,3,3,819,68,571,648,3,0,0,52
40185,6,Active,0,11/5/2024,15,,SMB,G2,0,4,3,316,132,188,143,484,312,70732.25,57
40186,15,Active,0,11/5/2024,15,,SMB,P2,0,2,2,4,4,4,66,6,5,12577.14,1209
40187,3,Active,0,#N/A,0,,SMB,G1,0,2,2,1,280,74,13,0,0,0,38
40188,2,Active,0,#N/A,0,,SMB,G1,0,2,2,20,112,39,0,0,0,0,0
40189,60,Active,0,#N/A,0,,Enterprise,G4,0,3,3,0,0,1,0,0,0,0,0
40196,23,Active,0,11/3/2024,15,,MidMarket,P3,1,3,3,267,31,155,847,924,0,0,1263
40206,6,Active,0,11/7/2024,15,,SMB,P2,0,7,2,75,44,52,403,90,0,0,281
40208,3,Active,0,11/5/2024,15,,SMB,G2,0,5,1,64,47,38,1,2,0,0,0
40209,6,Active,0,11/2/2024,15,,SMB,P1,0,5,1,112,133,144,219,325,167,67381.23,0
40210,5,Active,0,11/5/2024,15,,SMB,P1,0,3,1,18,91,56,233,234,90,44829.25,1
40211,4,Active,0,11/5/2024,15,,SMB,P1,0,3,1,9,23,6,1,20,1,5,0
40212,1,Active,0,11/5/2024,15,,SMB,P1,0,3,1,3,147,101,100,220,194,44852.48,0
40213,2,Active,0,11/4/2024,15,,SMB,P1,0,5,2,3,221,185,99,261,253,77723.02,673
40214,2,Active,0,11/5/2024,15,,SMB,P1,0,3,1,1,204,159,72,423,284,97957.73,0
40216,1,Active,0,#N/A,0,,SMB,P2,0,3,3,5,3,2,0,1,0,0,0
40221,2,Active,0,11/7/2024,15,,SMB,P1,0,4,1,1,164,95,18,44,24,15409.95,0
40228,4,Active,0,11/7/2024,15,,SMB,P1,0,2,1,5,16,2,5,0,0,0,6
40240,4,Active,0,11/5/2024,15,,SMB,P1,0,3,1,87,69,144,49,554,329,107502.6,0
40241,1,Active,0,11/5/2024,15,,SMB,P1,0,3,1,33,64,15,0,2,0,0,0
40243,2,Active,0,11/5/2024,15,,SMB,G2,0,3,1,1,3,13,4,0,0,0,0
40246,4,Active,0,11/5/2024,15,,SMB,P1,0,4,1,8,32,95,27,317,181,103481.01,6
40247,1,Active,0,11/5/2024,15,,SMB,P1,0,3,1,14,34,38,83,114,105,21120.43,0
40248,1,Active,0,11/5/2024,15,,SMB,P1,0,4,1,24,80,85,1,5,5,3224.86,0
40249,2,Active,0,11/5/2024,15,,SMB,P1,0,4,1,0,82,1,3,3,0,0,0
40250,3,Active,0,11/8/2024,15,,SMB,P1,0,3,2,23,7,15,10,10,5,1033.52,0
40251,5,Active,0,11/8/2024,15,,SMB,P1,0,3,1,8,97,10,169,0,0,0,0
40253,17,Active,0,#N/A,0,,MidMarket,P2,0,3,3,43,19,8,254,62,0,0,0
40254,15,Active,0,#N/A,0,,MidMarket,P1,0,3,3,14,21,8,206,17,0,0,0
40255,24,Active,0,#N/A,0,,Enterprise,P2,0,5,5,73,22,9,437,64,0,0,248
40256,16,Active,0,#N/A,0,,MidMarket,P1,0,3,3,0,18,7,189,11,0,0,0
40257,15,Active,0,#N/A,0,,MidMarket,P2,0,3,3,1,21,7,164,17,0,0,4
40259,7,Active,0,11/8/2024,15,,SMB,G2,0,5,1,57,179,123,159,158,107,102899.93,6
40277,10,Active,0,#N/A,0,,MidMarket,P2,0,3,3,0,1,1,0,0,0,0,0
40282,3,Active,0,11/11/2024,15,,SMB,P1,0,3,2,1,112,66,16,362,117,38346.87,0
40285,8,Active,0,11/11/2024,15,,SMB,G3,0,3,3,0,3,1,1,3,0,0,0
40286,5,Active,0,11/11/2024,15,,MidMarket,P3,0,3,2,10,16,8,5,2,0,0,6
40288,3,Active,0,10/8/2025,4,,SMB,P1,0,7,1,35,162,127,165,296,191,126753.81,64
40293,40,Active,0,#N/A,0,,Enterprise,G3,0,3,3,141,119,58,767,0,0,0,88
40294,12,Active,0,#N/A,0,,MidMarket,P3,0,3,1,9,52,4,0,2,0,0,0
40295,1,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,5,0,0,0,6
40302,38,Active,0,11/12/2024,15,,MidMarket,P3,0,2,1,212,139,232,222,182,0,0,210
40303,5,Active,0,11/12/2024,15,,SMB,P2,0,3,2,223,9,206,146,141,0,0,48
40304,7,Active,0,11/12/2024,15,,SMB,P1,0,2,2,0,1,1,0,0,0,0,0
40319,21,Active,0,#N/A,0,,Enterprise,P2,0,3,3,25,22,7,185,87,0,0,0
40320,19,Active,0,#N/A,0,,MidMarket,P1,0,3,3,8,22,8,169,13,0,0,339
40332,21,Active,0,#N/A,0,,Enterprise,P3,0,3,3,0,4,1,0,0,0,0,0
40339,35,Active,0,11/14/2024,15,,MidMarket,G3,0,3,3,5,0,1,573,1,0,0,660
40342,10,Active,0,11/14/2024,15,,MidMarket,P2,0,3,3,0,3,1,0,1,0,0,0
40346,17,Active,0,11/14/2024,15,,MidMarket,P3,0,3,3,5,16,11,41,3,0,0,25
40347,6,Active,0,11/14/2024,15,,MidMarket,P2,0,3,2,179,9,69,30,98,0,0,51
40356,1,Active,0,#N/A,0,,SMB,G1,0,3,3,5,7,2,5,0,0,0,6
40357,69,Active,0,11/15/2024,15,,MidMarket,P4,0,4,1,26,2412,78,1976,5544,0,0,1164
40358,27,Active,0,#N/A,0,,Enterprise,P3,0,3,3,171,43,125,550,219,0,0,149
40359,2,Active,0,#N/A,0,,SMB,P1,1,3,2,7,17,3,6,0,0,0,6
40366,6,Active,0,11/12/2024,15,,SMB,G2,0,3,1,6,22,9,17,0,0,0,17
40371,5,Active,0,11/17/2024,15,,MidMarket,P2,0,5,1,1,143,3,1,1,0,0,0
40376,64,Active,0,11/19/2024,15,,SMB,P3,0,3,3,75,385,37,2571,4,0,0,200
40377,164,Active,0,11/19/2024,15,,SMB,P4,1,12,9,1177,679,147,4297,2521,0,0,10745
40378,48,Active,0,11/19/2024,15,,SMB,P4,0,3,1,44,44,24,400,6,0,0,0
40379,10,Active,0,11/18/2024,15,,SMB,P3,0,3,2,2,48,4,0,0,0,0,0
40385,9,Active,0,#N/A,0,,MidMarket,G2,0,8,5,13,52,14,74,56,0,0,17
40386,7,Active,0,#N/A,0,,MidMarket,G2,1,14,6,72,121,18,118,253,0,0,42
40387,1,Active,0,#N/A,0,,SMB,P1,0,3,1,11,7,6,5,1,0,0,6
40388,4,Active,0,11/18/2024,15,,SMB,P2,0,5,1,69,227,61,0,0,0,0,0
40396,18,Active,0,11/13/2024,15,,MidMarket,P3,0,3,1,76,20,61,1655,171,0,0,354
40402,1,Active,0,#N/A,0,,SMB,G2,0,2,2,4,16,2,5,0,0,0,6
40408,14,Active,0,#N/A,0,,MidMarket,P1,0,3,2,3,21,8,170,21,0,0,3
40409,17,Active,0,#N/A,0,,MidMarket,P1,0,3,3,5,21,7,282,12,0,0,0
40422,22,Active,0,#N/A,0,,Enterprise,G2,0,10,4,30,28,13,8,2,0,0,6
40425,5,Active,0,11/20/2024,15,,SMB,P2,0,4,1,3,59,0,25,2,0,0,0
40436,13,Active,0,11/20/2024,15,,SMB,P2,0,4,1,69,206,130,161,709,535,100952.06,1
40437,1,Active,0,11/21/2024,15,,SMB,P1,0,4,1,11,54,44,9,0,0,0,5
40439,15,Active,0,11/21/2024,15,,SMB,P3,0,3,1,38,15,38,121,249,0,0,55
40442,18,Active,0,11/21/2024,15,,SMB,G3,0,6,1,164,374,249,902,667,192,210775.14,7289
40444,32,Active,0,11/21/2024,15,,MidMarket,P3,0,2,2,130,12,176,109,91,20,13738.91,24
40445,6,Active,0,11/20/2024,15,,SMB,P2,0,3,1,4,31,37,7,37,22,13093.75,0
40447,22,Active,0,11/21/2024,15,,MidMarket,P3,0,3,2,144,36,72,1126,1,0,0,8
40450,19,Active,0,#N/A,0,,MidMarket,P3,0,3,2,18,1079,395,795,2892,1193,157969.46,218
40451,8,Active,0,11/21/2024,15,,MidMarket,G2,0,4,2,38,22,112,135,191,132,304269.83,1039
40456,11,Active,0,11/21/2024,15,,MidMarket,G2,0,2,2,149,2,119,205,12,0,0,0
40463,2,Active,0,#N/A,0,,SMB,P1,0,7,2,33,74,79,17,36,0,0,0
40467,9,Active,0,11/22/2024,15,,SMB,P2,0,3,1,132,225,262,304,562,346,343323.15,17
40468,2,Active,0,#N/A,0,,SMB,P2,0,2,2,2,0,1,0,0,0,0,0
40469,11,Active,0,11/22/2024,15,,SMB,P2,0,2,2,2,377,5,88,0,0,0,1245
40471,2,Active,0,11/22/2024,15,,SMB,G4,0,3,3,9,36,3,11,2,0,0,10
40475,3,Active,0,#N/A,0,,SMB,P2,0,3,3,7,6,3,41,0,0,0,0
40491,1,Active,0,11/25/2024,15,,SMB,P1,0,3,1,5,1,3,0,3,0,0,0
40499,17,Active,0,11/26/2024,14,,SMB,G3,0,3,3,37,178,133,637,399,0,0,9
40505,3,Active,0,11/26/2024,14,,MidMarket,P3,0,2,2,5,1,1,0,1,0,0,0
40506,16,Active,0,11/26/2024,14,,MidMarket,G3,0,4,2,120,38,38,844,20,0,0,182
40507,23,Active,0,11/13/2024,15,,MidMarket,P3,0,4,1,125,440,335,1328,1425,682,191377.13,8716
40508,14,Active,0,11/21/2024,15,,SMB,G2,0,4,2,18,359,80,626,1070,0,0,504
40513,9,Active,0,11/27/2024,14,,SMB,P2,0,3,3,139,137,148,166,33,0,0,223
40514,15,Active,0,11/27/2024,14,,MidMarket,G3,1,2,1,150,2,75,767,33,0,0,905
40515,19,Active,0,4/28/2022,45,,SMB,P2,0,2,1,188,25,153,1036,25,0,0,95
40523,27,Active,0,11/28/2024,14,,MidMarket,G3,0,3,1,584,211,78,705,5,0,0,17759
40533,24,Active,0,#N/A,0,,Enterprise,P3,1,3,2,182,200,258,35,60,16,10198.96,105
40537,22,Active,0,11/29/2024,14,,MidMarket,P3,0,3,3,101,151,109,762,381,0,0,11573
40538,16,Active,0,11/29/2024,14,,MidMarket,P3,1,4,3,75,506,148,613,1863,0,0,379
40540,20,Active,0,11/29/2024,14,,SMB,G3,1,4,1,349,0,179,686,70,0,0,0
40542,4,Active,0,11/29/2024,14,,SMB,P1,0,2,2,7,24,19,66,43,0,0,0
40543,6,Active,0,11/29/2024,14,,SMB,P1,0,2,2,119,293,234,215,442,174,110252.79,156
40550,13,Active,0,11/29/2024,14,,MidMarket,G3,0,4,4,7,24,362,545,2917,2378,196508.57,3052
40553,3,Active,0,11/30/2024,14,,SMB,G3,0,3,3,6,0,1,0,2,0,0,0
40554,17,Active,0,11/30/2024,14,,SMB,G3,0,3,1,284,194,277,5,869,496,438971.7,0
40555,3,Active,0,12/1/2024,14,,SMB,P1,0,3,1,61,27,72,218,218,106,33395,0
40561,7,Active,0,12/2/2024,14,,SMB,P2,0,2,2,139,7,112,149,94,52,130885.81,187
40562,1,Active,0,12/2/2024,14,,SMB,G1,0,2,2,2,220,180,6,327,256,75948.69,6
40563,10,Active,0,12/2/2024,14,,SMB,P2,0,3,3,162,180,61,515,291,0,0,1466
40565,4,Active,0,12/2/2024,14,,SMB,P2,0,3,1,218,172,253,141,686,563,272545.07,2280
40566,4,Active,0,12/2/2024,14,,MidMarket,P1,0,3,3,3,4,2,0,3,0,0,0
40571,18,Active,0,#N/A,0,,MidMarket,P1,0,3,3,15,23,9,202,20,0,0,42
40572,17,Active,0,12/3/2024,14,,MidMarket,P2,0,3,1,73,356,406,354,1652,996,477741.6,48
40573,2,Active,0,12/3/2024,14,,SMB,G1,0,3,2,37,20,38,8,1,0,0,2
40574,29,Active,0,12/3/2024,14,,MidMarket,P3,1,3,1,186,46,41,179,19,0,0,26
40576,12,Active,0,12/3/2024,14,,SMB,P2,0,2,2,47,390,302,410,1653,980,104550.79,154
40577,5,Active,0,#N/A,0,,MidMarket,P1,0,2,2,3,5,9,3,0,0,0,0
40580,3,Active,0,11/21/2024,15,,SMB,G1,0,2,2,37,73,67,99,226,145,14877.66,21
40584,13,Active,0,12/3/2024,14,,SMB,P2,1,2,2,387,398,948,499,2900,528,141588.87,1653
40586,2,Active,0,12/3/2024,14,,SMB,P1,0,2,2,0,70,9,1,0,0,0,0
40596,1,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,5,0,0,0,6
40597,10,Active,0,12/4/2024,14,,MidMarket,P2,1,3,1,256,1,120,453,135,31,95540.28,33
40599,8,Active,0,12/4/2024,14,,SMB,G3,0,3,2,79,41,48,24,18,0,0,0
40605,4,Active,0,12/5/2024,14,,SMB,G2,0,3,3,349,2,317,16,147,3,18232.36,86
40613,3,Active,0,12/5/2024,14,,SMB,P1,0,4,4,30,16,9,9,5,0,0,6
40623,91,Active,0,4/28/2022,45,,MidMarket,G4,1,5,4,701,402,394,1344,1444,191,238986.51,93
40624,28,Active,0,12/6/2024,14,,MidMarket,G4,0,6,6,520,163,359,108,469,0,0,670
40631,4,Active,0,12/6/2024,14,,SMB,G1,0,5,1,149,2,106,144,6,0,0,0
40654,10,Active,0,12/9/2024,14,,SMB,G2,0,3,1,191,1,118,34,107,0,0,0
40666,4,Active,0,#N/A,0,,SMB,P1,0,2,2,4,33,8,40,105,0,0,0
40677,13,Active,0,12/10/2024,14,,SMB,P3,0,2,2,3,0,3,1,1,0,0,0
40682,7,Active,0,12/11/2024,14,,SMB,G2,0,3,3,106,81,48,163,293,0,0,110
40685,5,Active,0,12/11/2024,14,,SMB,P1,0,3,1,69,72,86,283,159,0,0,2337
40686,10,Active,0,12/11/2024,14,,SMB,P2,0,2,2,109,35,84,274,0,0,0,287
40693,2,Active,0,12/12/2024,14,,SMB,P2,0,4,1,12,83,56,87,130,76,13493.74,6
40696,3,Active,0,12/12/2024,14,,SMB,P2,0,4,2,2,1,0,0,0,0,0,0
40697,63,Active,0,12/12/2024,14,,MidMarket,P4,0,3,3,11,43,16,33,2,0,0,15
40708,2,Active,0,12/13/2024,14,,SMB,P1,0,2,2,91,32,124,101,318,184,41509.98,0
40710,7,Active,0,12/13/2024,14,,SMB,G2,0,4,3,10,282,170,85,532,155,23050.26,18
40712,1,Active,0,#N/A,0,,SMB,P2,0,2,2,5,16,2,5,0,0,0,6
40714,7,Active,0,12/13/2024,14,,SMB,P1,0,3,1,172,35,151,101,157,0,0,0
40727,1,Active,0,12/15/2024,14,,SMB,G1,0,2,2,79,0,48,1,4,0,0,0
40737,10,Active,0,12/16/2024,14,,SMB,P2,0,3,2,29,1,0,53,1,0,0,40
40743,4,Active,0,12/16/2024,14,,SMB,P2,0,3,3,6,19,34,8,1,0,0,6
40746,1,Active,0,#N/A,0,,SMB,P4,0,2,2,2,2,1,5,0,0,0,3
40747,2,Active,0,12/16/2024,14,,SMB,G2,0,3,1,227,19,69,5,0,0,0,6
40748,34,Active,0,#N/A,0,,Enterprise,P3,1,2,2,8,17,3,6,0,0,0,6
40753,5,Active,0,12/16/2024,14,,SMB,P1,0,3,3,2,40,27,3,0,0,0,0
40770,3,Active,0,#N/A,0,,SMB,P1,0,3,2,2,3,0,0,0,0,0,0
40771,2,Active,0,12/17/2024,14,,SMB,G1,0,2,2,8,155,73,5,33,0,0,6
40772,1,Active,0,12/17/2024,14,,SMB,P1,0,3,3,10,16,2,5,0,0,0,6
40773,32,Active,0,0,1513,,MidMarket,G3,0,3,2,818,1,435,1624,591,0,0,3117
40776,25,Active,0,#N/A,0,,Enterprise,P2,0,4,3,11,23,12,196,105,0,0,1
40778,2,Active,0,#N/A,0,,SMB,P1,0,2,1,5,18,2,5,0,0,0,6
40783,1,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,5,0,0,0,6
40784,4,Active,0,12/18/2024,14,,SMB,P1,0,2,2,71,85,88,43,336,0,0,0
40785,5,Active,0,12/18/2024,14,,SMB,P3,0,2,2,12,44,16,0,1,0,0,0
40786,7,Active,0,12/17/2024,14,,MidMarket,P2,0,3,3,238,0,157,59,88,0,0,29
40787,28,Active,0,12/18/2024,14,,MidMarket,P3,1,2,1,167,289,270,1283,735,216,173359.31,217
40788,9,Active,0,12/18/2024,14,,MidMarket,P2,0,3,2,91,160,240,244,765,358,267420.38,64
40789,2,Active,0,12/18/2024,14,,SMB,P1,0,3,1,86,16,43,9,24,0,0,0
40793,5,Active,0,12/18/2024,14,,MidMarket,P2,0,3,3,9,77,107,26,3,1,1,37
40795,4,Active,0,12/18/2024,14,,SMB,G1,0,2,2,0,177,11,136,0,0,0,0
40797,94,Active,0,#N/A,0,,Enterprise,P3,0,6,2,280,257,139,1724,0,0,0,2173
40798,3,Active,0,#N/A,0,,SMB,P3,0,3,1,1,10,1,0,0,0,0,0
40801,1,Active,0,12/18/2024,14,,MidMarket,P3,0,3,3,1,1,1,1,2,0,0,0
40802,2,Active,0,12/18/2024,14,,SMB,P1,0,3,2,0,1,1,1,0,0,0,0
40811,12,Active,0,12/19/2024,14,,SMB,P4,0,3,2,9,2,3,5,179,0,0,0
40814,19,Active,0,#N/A,0,,MidMarket,P1,0,3,3,3,21,7,135,3,0,0,68
40815,47,Active,0,#N/A,0,,Enterprise,P4,0,3,3,83,0,27,530,139,0,0,0
40816,67,Active,0,#N/A,0,,Enterprise,G4,0,4,1,75,243,118,1460,792,0,0,5311
40821,4,Active,0,12/19/2024,14,,SMB,P1,0,2,2,21,160,128,234,575,258,56567.75,0
40825,2,Active,0,12/19/2024,14,,SMB,P1,0,3,2,4,15,2,83,0,0,0,6
40827,5,Active,0,12/20/2024,14,,SMB,P2,0,3,3,9,0,6,37,1,0,0,24
40830,58,Active,0,12/20/2024,14,,MidMarket,P3,1,4,3,7,27,84,31,2,0,0,0
40856,4,Active,0,12/23/2024,14,,SMB,P2,0,4,4,4,19,3,6,0,0,0,6
40860,41,Active,0,12/23/2024,14,,MidMarket,G3,0,3,1,241,2,21,1021,74,0,0,1824
40862,25,Active,0,12/23/2024,14,,MidMarket,P3,0,3,3,442,646,501,288,693,296,321036.88,967
40864,6,Active,0,12/23/2024,14,,SMB,P1,0,2,2,49,184,147,180,431,113,58973.3,0
40868,1,Active,0,#N/A,0,,SMB,P3,0,3,3,4,4,2,3,1,0,0,0
40890,9,Active,0,12/26/2024,13,,MidMarket,G2,0,4,3,14,78,202,59,58,5,4932.31,1218
40900,3,Active,0,12/27/2024,13,,SMB,P1,1,4,3,30,11,45,145,132,42,63964.41,12
40928,2,Active,0,12/30/2024,13,,SMB,P1,0,5,1,2,110,69,103,192,61,12096.98,0
40929,16,Active,0,12/30/2024,13,,MidMarket,G2,0,2,1,114,111,100,576,332,127,1046643.63,3077
40931,23,Active,0,12/30/2024,13,,MidMarket,P3,0,3,2,73,309,49,353,2,0,0,303
40932,10,Active,0,12/30/2024,13,,SMB,P3,0,6,2,120,46,28,125,1,0,0,14
40934,5,Active,0,12/30/2024,13,,SMB,G1,0,2,2,45,1,49,313,63,0,0,0
40935,11,Active,0,12/30/2024,13,,SMB,P1,1,3,3,40,32,11,256,0,0,0,733
40936,7,Active,0,12/30/2024,13,,SMB,G2,0,3,1,318,166,53,0,13,5,9814.74,0
40937,1,Active,0,#N/A,0,,SMB,P1,0,3,2,7,16,2,5,0,0,0,6
40939,1,Active,0,12/30/2024,13,,SMB,P1,1,2,2,86,16,53,13,3,0,0,6
40945,36,Active,0,12/31/2024,13,,MidMarket,P3,1,3,3,59,4,297,1072,1458,618,387677.23,877
40947,1,Active,0,#N/A,0,,SMB,P1,0,0,0,0,0,0,0,0,0,0,0
40948,6,Active,0,#N/A,0,,MidMarket,P2,0,2,2,27,0,5,0,2,0,0,0
40949,1,Active,0,1/1/2025,13,,SMB,P1,0,2,2,1,0,1,0,0,0,0,0
40951,11,Active,0,#N/A,0,,MidMarket,P2,0,3,3,0,4,1,0,1,0,0,0
40961,4,Active,0,1/2/2025,13,,SMB,P1,1,4,1,207,121,160,155,991,679,126411.95,0
40963,8,Active,0,12/30/2024,13,,SMB,P3,0,2,2,154,24,242,2,72,0,0,0
40966,4,Active,0,12/31/2023,25,,SMB,P1,0,4,2,91,165,185,146,678,605,145105.28,17
40968,21,Active,0,1/2/2025,13,,SMB,P3,0,3,2,7,1,46,96,223,86,36741.17,0
40971,2,Active,0,1/2/2025,13,,SMB,G2,0,2,2,6,10,22,6,17,8,3176.9,0
40981,2,Active,0,1/2/2025,13,,SMB,P2,0,6,3,1,17,15,5,2,0,0,0
40986,10,Active,0,1/3/2025,13,,SMB,P2,0,10,5,342,114,393,256,163,91,270438.03,10
40987,10,Active,0,1/2/2025,13,,SMB,P2,0,3,3,4,1,3,3,2,2,1559.4,0
40989,3,Active,0,#N/A,0,,SMB,G3,0,2,1,7,19,4,6,27,0,0,9
40995,41,Active,0,1/4/2025,13,,MidMarket,G4,0,3,2,336,173,245,817,1036,0,0,36643
41012,18,Active,0,1/6/2025,13,,MidMarket,G3,0,2,2,48,4,131,65,126,0,0,25
41016,58,Active,0,12/30/2024,13,,MidMarket,P3,1,2,2,132,311,34,499,685,0,0,3605
41019,2,Active,0,1/6/2025,13,,SMB,P1,0,2,2,157,1,106,1,134,0,0,0
41020,17,Active,0,1/3/2025,13,,MidMarket,P3,0,3,3,70,10,65,0,3,0,0,0
41022,62,Active,0,1/6/2025,13,,SMB,G4,0,5,3,4,4,1,16,1,0,0,11
41027,4,Active,0,12/31/2024,13,,SMB,P2,0,6,5,11,20,11,3,2,0,0,6
41029,19,Active,0,1/6/2025,13,,SMB,P3,0,3,2,132,16,93,480,29,0,0,42
41030,18,Active,0,1/6/2025,13,,SMB,P2,0,3,1,61,0,2,144,0,0,0,0
41031,12,Active,0,1/6/2025,13,,SMB,P1,1,3,1,153,0,221,98,328,84,207682.04,7
41032,6,Active,0,1/6/2025,13,,SMB,P2,1,3,1,4,15,57,1,1,0,0,0
41034,6,Active,0,1/6/2025,13,,SMB,P1,0,5,1,111,76,93,9,185,0,0,0
41045,4,Active,0,1/7/2025,13,,SMB,G2,0,2,2,56,54,68,126,379,130,79399.89,0
41048,10,Active,0,11/27/2024,14,,MidMarket,P2,0,3,3,12,10,11,0,0,0,0,0
41052,5,Active,0,#N/A,0,,MidMarket,G1,0,2,2,8,146,41,3,1,0,0,28
41054,6,Active,0,#N/A,0,,MidMarket,G1,0,2,2,9,45,7,0,0,0,0,0
41055,1,Active,0,#N/A,0,,SMB,P1,0,4,1,7,69,2,5,0,0,0,0
41056,5,Active,0,#N/A,0,,MidMarket,G1,0,4,1,61,131,93,4,70,39,18489.74,0
41063,1,Active,0,#N/A,0,,SMB,P2,0,3,2,4,16,3,6,0,0,0,6
41065,1,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,5,0,0,0,6
41072,3,Active,0,11/27/2024,14,,MidMarket,P3,0,2,1,110,18,66,0,5,0,0,0
41075,1,Active,0,1/8/2025,13,,SMB,G1,0,4,1,41,49,35,13,4,0,0,6
41083,19,Active,0,1/9/2025,13,,MidMarket,P3,1,2,2,354,569,361,829,1659,376,156782.41,265
41085,5,Active,0,1/9/2025,13,,SMB,P1,0,2,2,13,260,226,38,450,404,171468.26,0
41088,1,Active,0,#N/A,0,,SMB,P1,0,3,3,6,16,7,0,34,0,0,0
41100,16,Active,0,1/10/2025,13,,MidMarket,P3,0,3,3,0,4,16,29,4,0,0,11
41101,7,Active,0,1/10/2025,13,,SMB,G2,0,5,2,24,288,152,137,486,21,10246.52,95
41104,8,Active,0,1/10/2025,13,,MidMarket,P1,1,6,5,263,358,272,225,676,350,139233.14,4070
41108,18,Active,0,1/10/2025,13,,MidMarket,G2,0,4,2,94,167,164,798,823,422,500159.77,1104
41113,25,Active,0,#N/A,0,,Enterprise,G3,0,4,4,6,22,7,84,11,0,0,0
